Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID00837,Female,18,Mathematics,89.3,10.3,3.63,6.9,10,4.0
ID00838,Male,18,Psychology,84.9,2.1,2.89,6.7,10,3.09
ID00804,Female,23,Engineering,80.6,6.3,2.74,6.6,8,3.25
ID04346,Male,18,Business,100.0,0.9,3.16,7.7,6,3.17
ID02184,Male,21,Engineering,100.0,4.5,3.34,7.8,4,3.55
ID00990,Female,19,Mathematics,72.8,4.5,3.64,8.8,11,3.66
ID01991,Female,21,Engineering,76.6,2.8,4.0,7.1,7,3.98
ID04599,Male,22,Business,100.0,8.0,3.13,6.7,11,3.6
ID02249,Female,18,Business,92.4,2.3,3.58,9.0,7,3.8
ID02116,Male,20,Mathematics,88.4,3.2,2.56,5.2,3,2.58
ID01359,Male,19,Psychology,89.4,2.9,3.09,4.0,7,3.1
ID03535,Male,22,Psychology,87.6,2.5,3.48,6.4,9,3.62
ID04311,Male,22,Psychology,71.4,4.8,3.79,7.7,8,3.78
ID01060,Female,19,Mathematics,90.5,2.3,2.52,9.6,9,2.78
ID00921,Female,22,Economics,88.0,4.0,3.01,9.9,9,3.11
ID01248,Male,24,Engineering,100.0,12.3,3.4,5.9,7,4.0
ID02902,Female,23,Computer Science,83.3,2.4,2.53,5.5,9,2.56
ID02615,Male,21,Mathematics,100.0,3.8,3.44,7.3,5,3.86
ID01585,Female,18,Business,84.4,4.0,3.03,6.4,8,3.18
ID03899,Male,22,Engineering,61.8,6.3,3.07,6.3,11,3.34
ID03343,Female,19,Computer Science,92.7,6.0,3.73,6.2,6,4.0
ID00824,Male,21,Engineering,100.0,9.0,3.18,8.6,9,3.78
ID00214,Male,22,Business,74.6,7.0,4.0,8.5,7,4.0
ID01278,Female,20,Computer Science,68.2,2.4,3.18,6.6,5,3.0
ID03528,Female,24,Computer Science,95.0,3.2,3.59,6.1,8,3.76
ID02757,Male,21,Engineering,76.1,3.2,3.03,7.9,9,3.06
ID03048,Male,20,Economics,74.3,11.2,3.02,8.6,4,3.43
ID01110,Male,22,Engineering,88.4,4.0,3.37,4.0,7,3.8
ID00191,Male,20,Business,92.3,7.4,3.46,5.4,12,3.96
ID00654,Female,18,Engineering,66.9,1.8,4.0,7.2,7,3.85
ID01076,Male,21,Psychology,76.9,1.4,3.38,7.0,8,3.21
ID02646,Male,21,Engineering,68.5,4.1,4.0,6.4,7,3.99
ID03053,Male,21,Psychology,79.2,2.6,2.54,7.0,6,2.53
ID00151,Female,21,Business,82.7,3.3,3.16,6.6,8,3.57
ID02553,Female,23,Engineering,72.5,8.4,2.51,8.6,6,2.61
ID02853,Male,22,Computer Science,77.5,2.3,3.24,4.5,6,3.01
ID00249,Female,23,Economics,95.5,2.2,3.13,7.3,7,3.45
ID02314,Female,21,Psychology,100.0,4.5,2.89,6.2,11,3.14
ID01881,Female,18,Engineering,85.4,3.5,2.89,6.3,7,3.23
ID00723,Male,19,Mathematics,92.1,6.6,2.86,6.1,6,3.38
ID03391,Male,22,Business,72.1,0.4,3.48,10.0,7,3.35
ID04082,Male,19,Economics,46.3,3.0,2.65,7.5,12,2.24
ID03459,Female,23,Business,88.4,4.1,3.7,10.0,7,3.99
ID03279,Male,23,Computer Science,99.2,7.6,3.96,7.4,6,4.0
ID01815,Male,23,Engineering,100.0,5.3,3.73,4.9,10,4.0
ID00335,Male,19,Business,100.0,2.6,2.74,6.2,9,2.97
ID00647,Female,21,Computer Science,77.8,1.7,2.42,4.0,13,2.15
ID04115,Female,21,Mathematics,75.7,3.4,3.52,6.8,6,3.35
ID04342,Male,18,Mathematics,87.4,5.5,2.31,7.6,9,2.83
ID01048,Male,21,Mathematics,68.2,5.4,2.28,7.3,13,2.48
ID01478,Female,23,Mathematics,100.0,4.8,3.37,6.3,4,3.87
ID01368,Female,24,Economics,74.7,8.9,2.84,6.7,8,2.97
ID02487,Male,24,Economics,73.0,3.6,3.41,6.6,5,3.48
ID00333,Male,22,Computer Science,100.0,3.6,4.0,9.3,6,4.0
ID03368,Male,22,Computer Science,68.7,5.5,2.78,8.0,14,3.1
ID00145,Male,21,Business,74.8,3.0,3.62,6.6,6,3.74
ID02740,Male,18,Engineering,91.9,1.9,2.77,5.9,9,2.93
ID04306,Male,20,Business,98.5,2.8,2.13,4.4,10,2.31
ID02542,Female,23,Business,63.7,1.3,3.44,7.4,7,3.2
ID00323,Female,19,Computer Science,99.1,8.7,3.63,4.5,4,4.0
ID02622,Female,18,Business,62.4,9.2,2.55,6.5,8,2.74
ID02996,Female,21,Psychology,90.2,8.4,3.17,7.0,6,3.64
ID00304,Female,22,Computer Science,59.4,1.6,3.04,6.8,6,2.56
ID03193,Female,20,Computer Science,100.0,5.5,3.43,7.3,7,3.68
ID02301,Female,23,Business,65.1,1.6,2.45,6.9,11,2.22
ID04417,Male,19,Economics,92.2,2.9,2.37,7.4,10,2.54
ID03076,Female,24,Psychology,97.6,3.3,3.2,6.3,11,3.38
ID02722,Female,23,Business,100.0,4.9,2.74,4.6,9,2.87
ID04923,Female,24,Mathematics,85.6,6.1,2.45,7.5,9,3.09
ID00353,Female,18,Psychology,69.9,5.2,2.66,6.9,5,2.92
ID02758,Female,23,Engineering,83.2,3.3,3.07,7.1,7,3.49
ID02290,Male,24,Mathematics,90.9,3.0,3.4,7.3,3,3.83
ID02871,Female,20,Engineering,100.0,2.7,3.83,5.8,7,3.87
ID00221,Female,23,Computer Science,91.0,6.3,2.63,9.6,14,2.94
ID00952,Female,19,Psychology,70.7,4.7,3.89,6.3,5,4.0
ID01394,Male,21,Computer Science,87.2,4.1,3.4,7.4,16,3.29
ID01046,Female,19,Economics,80.0,6.9,2.87,8.3,10,3.15
ID00717,Female,21,Mathematics,76.4,3.1,2.68,6.5,6,2.73
ID03887,Female,22,Economics,85.7,1.2,3.35,4.0,7,3.35
ID01800,Male,24,Economics,76.0,4.1,2.87,8.5,6,2.89
ID02958,Female,18,Business,62.6,4.5,3.01,7.9,4,3.26
ID01862,Female,23,Business,100.0,5.4,2.57,7.6,8,3.07
ID01846,Male,19,Business,81.1,3.8,3.33,7.4,7,3.64
ID04819,Female,19,Engineering,100.0,8.4,2.88,4.8,7,3.5
ID00800,Female,19,Engineering,90.6,4.4,3.59,6.9,4,3.84
ID04286,Female,24,Computer Science,77.6,4.2,2.29,6.9,7,2.48
ID03272,Male,22,Engineering,92.5,3.6,2.66,6.3,3,3.02
ID01446,Male,22,Computer Science,85.1,7.0,3.25,6.2,7,3.78
ID03675,Female,23,Mathematics,92.3,1.8,3.59,7.0,12,3.85
ID00189,Male,21,Mathematics,84.8,2.1,3.48,6.4,4,3.57
ID04910,Male,20,Economics,84.2,5.2,3.52,7.9,6,4.0
ID01753,Male,22,Business,90.0,4.3,3.02,7.4,7,3.2
ID03485,Female,20,Mathematics,67.1,2.9,2.61,5.8,9,2.4
ID04343,Female,20,Computer Science,78.5,6.9,2.58,8.1,16,2.53
ID03498,Female,22,Psychology,92.1,3.7,3.38,7.8,8,3.54
ID01214,Female,21,Business,91.5,3.8,3.0,8.1,6,3.13
ID04623,Male,21,Psychology,88.9,4.3,3.52,4.2,7,3.85
ID04089,Female,18,Computer Science,74.2,2.8,2.95,6.5,6,2.81
ID01536,Male,22,Mathematics,96.9,12.3,3.35,9.3,11,3.89
ID01614,Male,24,Economics,77.6,7.7,2.52,5.3,7,2.75
ID03633,Male,24,Economics,90.3,9.7,2.51,9.4,8,3.14
ID03930,Male,20,Psychology,94.7,4.0,3.67,8.0,15,3.9
ID02975,Male,21,Economics,98.3,5.3,3.23,6.6,7,3.5
ID03046,Female,21,Mathematics,79.8,7.5,2.72,6.0,6,2.87
ID03519,Male,24,Engineering,100.0,0.6,3.17,6.3,6,3.25
ID01044,Female,22,Mathematics,68.6,2.2,3.62,8.2,9,3.45
ID00588,Male,24,Economics,100.0,2.0,3.51,7.9,7,3.87
ID02607,Male,24,Engineering,99.4,3.9,3.2,7.6,11,3.54
ID04303,Female,18,Engineering,76.0,3.3,3.65,5.9,6,3.42
ID00996,Male,22,Engineering,100.0,2.6,2.87,8.9,3,3.15
ID00167,Male,22,Mathematics,89.6,4.5,3.92,6.4,5,4.0
ID01392,Male,19,Business,68.4,6.8,2.72,7.9,11,3.02
ID01523,Male,20,Mathematics,70.8,1.4,3.62,5.3,4,3.41
ID01996,Female,22,Computer Science,74.7,4.5,3.3,5.4,7,3.27
ID00920,Male,18,Engineering,72.1,5.9,3.93,5.6,9,3.82
ID00586,Male,19,Economics,75.8,1.7,3.66,6.2,8,3.72
ID04621,Female,24,Engineering,95.5,2.1,3.46,7.3,6,3.52
ID00093,Female,21,Economics,94.4,6.7,3.32,7.8,6,3.83
ID02122,Male,19,Economics,89.4,1.2,2.42,8.0,6,2.69
ID01112,Male,24,Engineering,70.6,0.8,3.55,9.8,16,2.96
ID01701,Female,22,Mathematics,86.0,4.2,3.44,4.8,4,3.76
ID04142,Male,18,Economics,96.9,1.5,3.73,5.7,7,3.67
ID03915,Female,23,Engineering,91.3,5.9,2.66,6.9,6,3.05
ID01592,Female,23,Mathematics,84.3,1.9,2.97,6.3,8,3.21
ID01053,Female,24,Psychology,83.0,6.6,2.16,9.2,17,2.21
ID00449,Male,21,Engineering,74.9,3.0,2.69,9.1,6,2.4
ID01820,Male,19,Mathematics,88.7,2.9,2.17,7.1,8,2.63
ID02480,Female,19,Economics,95.4,3.8,3.4,5.1,10,3.56
ID04055,Female,21,Economics,84.4,7.8,3.4,7.2,9,4.0
ID01065,Male,23,Mathematics,94.5,6.2,2.65,9.0,9,3.1
ID04340,Male,23,Computer Science,68.2,1.6,3.6,9.0,8,3.55
ID02621,Female,18,Psychology,76.3,3.1,3.03,9.7,13,2.99
ID02685,Male,23,Psychology,89.4,1.1,3.95,7.8,5,4.0
ID04319,Male,22,Psychology,83.8,8.2,3.7,6.9,7,4.0
ID04796,Male,20,Business,62.7,4.2,3.54,8.5,7,3.53
ID02419,Male,23,Engineering,76.7,5.4,2.92,5.2,6,2.91
ID03939,Male,21,Psychology,100.0,3.7,4.0,4.0,11,4.0
ID02883,Male,22,Psychology,100.0,4.2,2.81,10.0,7,3.05
ID01118,Female,21,Economics,91.4,1.7,3.72,7.3,9,3.77
ID01234,Male,19,Psychology,80.3,3.1,3.58,7.8,7,3.7
ID00668,Male,21,Psychology,97.4,4.5,3.05,5.7,10,3.14
ID04347,Female,22,Engineering,97.8,2.1,3.63,6.6,9,3.76
ID00863,Male,18,Business,93.1,6.2,2.46,8.3,15,2.81
ID03536,Male,24,Mathematics,57.6,3.3,2.86,7.4,5,2.38
ID04105,Male,18,Economics,97.3,4.4,3.49,5.9,8,3.81
ID00481,Female,24,Computer Science,86.5,3.4,3.36,7.5,8,3.54
ID00749,Female,24,Economics,98.1,5.3,3.01,7.2,8,3.38
ID02002,Male,21,Psychology,93.9,3.4,2.85,7.7,7,3.18
ID02777,Male,21,Business,88.3,2.9,2.53,5.7,5,2.54
ID02999,Male,23,Mathematics,94.0,6.0,3.29,9.9,10,3.45
ID04649,Female,23,Economics,72.6,7.7,2.59,6.9,5,2.76
ID03699,Female,21,Business,72.1,1.2,3.18,6.6,5,3.19
ID03681,Female,18,Economics,70.8,2.5,3.97,7.7,6,3.81
ID01621,Male,19,Business,74.7,3.4,3.79,6.7,11,3.9
ID02613,Male,18,Economics,100.0,6.2,3.22,9.9,10,3.53
ID02911,Male,21,Psychology,71.1,3.0,3.01,6.4,10,2.84
ID00339,Male,23,Business,83.6,4.4,2.62,6.8,11,2.89
ID04588,Male,18,Business,84.6,4.4,2.87,5.2,10,2.99
ID04211,Male,23,Economics,88.6,3.7,3.19,4.3,10,3.59
ID01848,Male,24,Economics,77.4,2.9,2.84,4.7,6,2.86
ID04558,Female,24,Mathematics,100.0,2.4,2.96,5.1,8,3.32
ID02931,Female,22,Mathematics,93.7,1.7,2.67,9.4,11,2.9
ID02380,Female,20,Economics,81.0,7.9,3.65,7.3,9,4.0
ID04578,Male,24,Business,89.9,5.9,2.42,7.4,10,2.8
ID00773,Male,22,Economics,78.2,3.6,2.83,6.7,8,2.94
ID01436,Male,18,Mathematics,90.9,4.9,3.31,7.9,4,3.55
ID00685,Female,20,Economics,67.2,4.5,3.3,6.5,5,3.47
ID01969,Male,18,Mathematics,74.3,4.8,2.89,8.8,5,3.01
ID01043,Male,23,Mathematics,93.2,4.3,2.41,9.6,6,2.64
ID01908,Male,18,Computer Science,82.6,6.1,2.43,5.5,6,2.94
ID00561,Female,19,Mathematics,61.2,6.6,3.13,5.8,6,3.24
ID01386,Male,23,Engineering,86.3,0.8,2.62,9.4,9,2.72
ID03955,Male,22,Computer Science,70.6,3.0,4.0,5.9,11,3.96
ID02964,Female,22,Psychology,76.6,1.3,2.52,4.9,9,2.37
ID03593,Female,21,Psychology,73.3,1.6,3.0,8.4,6,2.71
ID02381,Female,24,Economics,83.9,2.5,3.02,7.3,11,3.27
ID04223,Female,20,Mathematics,86.0,1.0,3.32,8.2,4,3.3
ID00384,Female,22,Psychology,87.7,1.3,2.98,6.9,8,3.2
ID02805,Male,24,Business,100.0,1.5,3.33,5.6,5,3.49
ID00736,Female,18,Engineering,96.3,0.9,3.05,4.7,10,3.2
ID04458,Male,24,Business,62.5,3.6,3.09,10.0,9,3.05
ID04038,Female,18,Business,97.7,1.5,2.9,4.5,4,2.92
ID01964,Male,19,Computer Science,75.1,3.1,3.24,4.0,5,3.31
ID02103,Male,22,Engineering,98.8,4.6,3.19,6.9,10,3.64
ID03276,Female,20,Psychology,92.2,1.1,3.26,8.3,2,3.28
ID04502,Male,18,Business,82.4,3.1,3.11,8.1,4,3.24
ID02692,Female,23,Psychology,61.4,4.4,3.26,4.6,5,3.41
ID00879,Male,23,Economics,80.1,5.2,2.88,7.2,8,3.36
ID03071,Female,18,Economics,83.0,4.5,2.14,4.7,7,2.39
ID04811,Male,20,Economics,100.0,6.9,3.58,5.9,7,4.0
ID03720,Male,20,Economics,81.5,3.5,3.69,6.4,10,3.82
ID03292,Female,19,Business,90.5,7.1,2.96,6.3,6,3.35
ID03348,Male,24,Business,71.4,2.6,2.84,7.9,9,2.74
ID01409,Female,21,Engineering,76.6,6.9,3.89,7.0,6,3.97
ID01193,Male,20,Computer Science,55.3,4.9,1.99,8.0,6,1.9
ID04165,Female,18,Computer Science,72.8,1.8,2.55,5.5,8,2.27
ID00075,Female,19,Economics,100.0,5.1,3.12,7.8,6,3.54
ID04491,Male,21,Computer Science,92.3,2.1,3.76,9.0,3,3.84
ID03569,Female,24,Mathematics,100.0,2.1,3.25,8.4,9,3.42
ID02276,Female,18,Computer Science,83.9,4.1,2.87,7.5,6,3.42
ID00973,Female,24,Economics,83.0,13.9,3.43,9.2,4,4.0
ID01122,Female,22,Mathematics,81.5,2.8,2.96,5.5,7,3.12
ID04862,Female,18,Engineering,73.7,6.2,4.0,6.5,3,4.0
ID00530,Female,22,Mathematics,84.3,2.4,3.14,5.3,3,3.22
ID03249,Female,23,Computer Science,93.8,2.4,3.35,4.1,7,3.44
ID04615,Male,21,Engineering,72.1,1.0,3.21,5.4,6,3.18
ID00022,Male,24,Engineering,60.1,11.0,2.98,7.7,7,3.26
ID01818,Female,21,Computer Science,67.3,1.6,2.22,6.8,6,2.19
ID04476,Male,19,Mathematics,91.1,7.0,2.69,7.0,10,3.18
ID01922,Male,22,Mathematics,100.0,5.2,3.09,6.7,11,3.58
ID03885,Female,20,Economics,97.2,4.2,3.02,7.7,4,3.56
ID00171,Female,18,Mathematics,47.2,6.1,3.07,6.9,7,2.97
ID02465,Female,22,Engineering,81.3,6.4,2.97,7.7,8,3.39
ID04744,Female,21,Psychology,92.8,4.2,3.64,8.5,5,4.0
ID02016,Male,21,Economics,65.3,2.7,3.23,6.8,2,3.19
ID04437,Male,21,Engineering,72.6,6.1,3.26,8.3,11,3.13
ID03799,Male,24,Economics,63.2,1.6,2.67,6.8,6,2.41
ID01313,Male,23,Computer Science,86.2,2.3,2.68,7.4,9,2.87
ID02259,Male,23,Business,90.6,9.1,2.13,8.0,12,2.74
ID02776,Male,23,Economics,98.5,3.4,3.4,7.7,6,3.56
ID03410,Male,19,Mathematics,65.5,5.0,3.56,6.4,12,3.66
ID02947,Male,20,Business,100.0,1.4,3.48,7.0,10,3.83
ID04333,Male,21,Mathematics,94.8,3.6,3.34,9.0,6,3.5
ID04443,Male,20,Economics,79.0,2.3,3.18,7.1,10,3.13
ID01485,Male,19,Psychology,87.1,12.9,2.76,5.5,4,3.65
ID03318,Male,23,Economics,87.6,3.4,4.0,7.1,6,4.0
ID04456,Male,22,Business,100.0,2.9,3.26,8.1,13,3.28
ID03377,Female,21,Business,85.8,8.3,2.47,4.9,6,2.75
ID03841,Male,21,Engineering,95.3,5.6,3.67,5.0,11,4.0
ID03816,Female,20,Computer Science,94.8,6.6,3.05,5.1,9,3.56
ID02616,Male,22,Computer Science,97.4,5.1,3.99,6.8,9,4.0
ID01358,Male,21,Economics,89.6,4.4,2.9,8.6,6,3.23
ID00209,Male,20,Economics,91.3,3.5,3.31,7.8,13,3.45
ID02454,Male,18,Economics,66.6,2.2,2.85,7.9,9,2.64
ID03571,Male,21,Mathematics,88.6,3.5,2.95,6.2,6,3.15
ID00640,Male,20,Computer Science,78.5,6.4,3.21,6.4,8,3.29
ID02015,Male,20,Economics,89.8,2.5,2.99,6.3,9,3.31
ID00327,Female,23,Computer Science,89.1,7.9,2.7,7.8,9,3.17
ID02844,Female,19,Psychology,92.6,3.8,2.51,6.6,17,2.62
ID02076,Female,23,Psychology,77.1,10.8,2.53,7.0,10,3.1
ID02058,Male,21,Psychology,79.4,6.3,2.4,6.0,10,2.51
ID04943,Female,18,Economics,74.7,3.1,3.08,6.4,2,3.19
ID01140,Female,22,Engineering,77.4,3.3,3.24,8.9,7,3.14
ID04735,Male,24,Mathematics,100.0,5.8,3.38,6.1,6,3.67
ID00791,Male,20,Business,80.5,5.9,2.93,4.4,6,3.31
ID01578,Female,23,Computer Science,85.1,14.0,3.43,8.6,10,4.0
ID00751,Male,19,Business,100.0,14.0,3.65,8.0,7,4.0
ID00279,Female,19,Economics,52.1,4.1,3.23,5.7,11,2.72
ID02401,Male,19,Psychology,79.7,4.0,3.12,8.6,6,3.13
ID01933,Female,23,Psychology,100.0,4.7,2.4,4.2,2,2.7
ID02473,Female,20,Mathematics,82.7,4.9,2.9,5.2,6,3.35
ID01678,Male,24,Psychology,100.0,13.5,2.97,7.0,9,3.89
ID02747,Female,22,Business,80.4,1.9,3.17,7.6,7,3.46
ID02851,Female,20,Economics,100.0,6.2,3.53,8.0,7,4.0
ID04619,Male,19,Engineering,79.1,3.1,2.94,5.4,7,2.92
ID01218,Female,20,Engineering,63.4,1.6,3.22,5.4,7,3.21
ID00960,Female,22,Computer Science,92.5,3.5,3.76,9.0,9,4.0
ID00030,Male,18,Psychology,86.2,1.9,3.29,7.3,7,3.49
ID03425,Female,18,Economics,75.9,8.4,3.67,9.1,7,3.66
ID01061,Female,22,Computer Science,68.2,5.6,3.45,7.7,7,3.6
ID01975,Male,23,Psychology,86.4,7.1,2.27,5.5,10,2.65
ID00540,Male,19,Mathematics,69.0,3.0,3.51,7.4,17,3.38
ID04566,Female,23,Computer Science,69.9,2.2,3.26,7.0,4,3.36
ID01889,Female,18,Mathematics,61.4,7.1,2.55,10.0,6,2.48
ID03627,Male,18,Computer Science,100.0,12.9,3.17,4.8,3,3.71
ID04293,Female,20,Computer Science,82.7,3.4,3.18,7.7,6,3.36
ID00493,Male,18,Business,92.6,3.7,3.89,5.1,7,4.0
ID02609,Female,19,Psychology,76.3,1.9,2.19,4.5,6,2.22
ID01202,Male,23,Psychology,86.9,7.0,2.22,7.1,2,2.53
ID00692,Male,19,Engineering,76.0,5.7,2.72,6.3,9,2.72
ID02912,Male,18,Computer Science,81.1,1.6,2.89,5.8,8,2.91
ID00871,Male,18,Mathematics,65.7,4.0,2.44,7.8,9,2.44
ID03184,Male,22,Computer Science,92.4,14.0,2.07,6.8,9,2.79
ID02547,Male,21,Psychology,94.1,7.3,3.35,8.4,5,3.58
ID04820,Male,18,Psychology,93.7,4.5,4.0,5.4,3,4.0
ID03430,Female,23,Economics,87.5,6.1,3.09,7.3,10,3.49
ID00708,Female,23,Engineering,54.2,4.9,3.59,8.2,10,3.39
ID04454,Female,19,Mathematics,100.0,2.6,2.08,5.8,6,2.4
ID04462,Male,18,Economics,97.4,8.3,2.93,8.0,7,3.49
ID03691,Female,23,Psychology,89.1,4.1,3.28,7.2,7,3.61
ID03460,Female,24,Engineering,83.8,2.4,3.32,7.3,9,3.71
ID01570,Male,18,Psychology,87.7,4.2,3.81,8.3,11,4.0
ID02039,Male,23,Engineering,72.2,7.9,3.78,7.5,4,3.9
ID00616,Female,21,Computer Science,85.8,2.1,3.16,7.8,7,3.57
ID00943,Female,21,Mathematics,61.8,0.3,2.82,6.0,6,2.73
ID04792,Female,24,Mathematics,84.6,8.1,2.39,7.9,9,3.11
ID03258,Male,22,Mathematics,87.4,6.5,4.0,4.7,9,4.0
ID04653,Male,21,Economics,89.2,4.2,2.53,7.4,11,3.08
ID03017,Female,19,Mathematics,79.1,8.6,2.81,6.4,9,3.25
ID04691,Male,24,Engineering,100.0,5.7,3.22,7.6,8,3.8
ID03131,Female,19,Computer Science,70.5,6.5,3.47,9.0,7,3.36
ID02868,Female,19,Engineering,83.5,4.7,3.24,10.0,4,3.65
ID04327,Male,22,Economics,76.2,2.0,2.61,5.8,16,2.15
ID03105,Male,24,Computer Science,93.7,3.2,3.04,7.3,6,3.37
ID04850,Male,22,Economics,74.7,4.0,3.66,5.9,6,3.6
ID02533,Male,20,Economics,68.4,2.2,3.02,4.9,4,2.81
ID04099,Male,19,Business,86.4,2.8,3.16,7.4,8,3.37
ID00222,Female,22,Business,73.2,1.9,3.24,4.8,9,3.01
ID03542,Female,18,Psychology,79.6,5.4,3.15,7.6,10,3.13
ID03819,Female,21,Psychology,79.0,6.2,2.86,7.3,4,3.06
ID02225,Male,19,Engineering,80.5,1.5,3.58,6.1,3,3.69
ID04329,Male,24,Mathematics,70.5,1.3,3.55,10.0,11,3.21
ID00517,Male,19,Psychology,79.1,5.9,3.12,7.6,8,3.2
ID02010,Male,23,Engineering,95.4,4.5,2.9,5.7,8,3.29
ID01540,Male,24,Business,99.2,4.7,3.18,7.8,9,3.46
ID01300,Female,24,Business,96.3,2.8,2.68,10.0,9,2.74
ID00766,Female,24,Mathematics,91.5,4.5,2.97,7.1,3,3.18
ID04888,Female,18,Computer Science,90.6,1.5,3.78,5.9,3,3.82
ID03894,Male,19,Mathematics,82.2,3.7,3.67,7.0,11,4.0
ID04758,Female,23,Psychology,89.7,4.2,2.45,8.9,9,2.6
ID00923,Female,18,Psychology,87.2,3.1,3.38,4.5,5,3.41
ID01130,Male,23,Computer Science,95.5,1.6,2.74,7.9,3,2.91
ID01329,Female,19,Computer Science,100.0,2.3,2.56,8.1,6,2.62
ID03467,Male,24,Economics,93.3,2.8,2.84,9.7,9,3.1
ID02544,Female,24,Business,82.6,5.9,3.2,5.9,5,3.6
ID00886,Male,20,Engineering,64.4,6.4,3.51,6.4,7,3.49
ID04109,Female,22,Business,94.8,3.6,3.34,5.1,11,3.74
ID04062,Male,19,Economics,92.6,7.6,3.97,7.0,9,4.0
ID03764,Male,22,Economics,90.5,2.1,2.77,7.1,15,2.85
ID04382,Male,22,Mathematics,82.5,5.2,3.79,7.0,11,4.0
ID00124,Male,23,Mathematics,61.8,3.5,2.03,5.0,6,1.98
ID04310,Female,24,Psychology,88.8,2.0,3.6,5.9,6,3.73
ID02927,Female,20,Computer Science,85.1,3.8,3.03,9.4,5,3.08
ID03078,Male,20,Psychology,77.5,6.8,2.54,7.4,6,2.74
ID04485,Male,18,Computer Science,49.6,6.2,2.92,4.0,8,2.67
ID00936,Male,23,Mathematics,87.5,4.0,3.52,10.0,5,3.9
ID01175,Female,19,Engineering,68.9,4.8,2.34,5.5,9,2.21
ID02218,Male,24,Economics,97.2,2.0,2.69,7.2,7,3.12
ID00733,Female,21,Business,91.1,4.3,3.3,6.8,10,3.53
ID04892,Male,24,Economics,65.3,1.6,3.93,6.8,10,4.0
ID02372,Female,21,Computer Science,93.7,4.6,2.79,6.3,7,3.09
ID04432,Male,19,Business,86.4,3.4,3.12,7.6,13,3.4
ID02820,Male,24,Business,76.1,6.5,2.53,5.0,4,2.49
ID04164,Male,19,Economics,71.7,5.9,2.89,6.6,2,3.04
ID03578,Male,19,Economics,82.4,7.8,2.65,4.4,12,3.1
ID02500,Male,21,Business,77.3,7.6,3.42,7.3,6,3.55
ID03137,Female,22,Business,90.4,2.3,3.65,9.3,13,3.76
ID04622,Female,20,Engineering,68.4,5.3,3.06,8.0,16,2.89
ID04642,Male,18,Business,90.3,4.0,4.0,6.3,9,4.0
ID03792,Male,23,Psychology,70.5,4.3,2.71,4.7,12,2.57
ID01274,Male,19,Psychology,86.9,1.8,3.62,10.0,5,3.83
ID02150,Female,24,Computer Science,96.7,7.2,3.99,6.0,5,4.0
ID01085,Female,20,Business,72.5,3.1,2.58,4.0,9,2.6
ID02115,Female,18,Mathematics,52.7,6.0,3.46,6.8,9,3.47
ID01405,Female,21,Mathematics,65.0,2.6,3.36,7.4,15,3.31
ID03575,Female,21,Psychology,76.9,4.9,2.78,9.4,2,2.96
ID02854,Female,23,Computer Science,69.8,4.3,3.03,6.1,6,3.13
ID01839,Female,21,Mathematics,72.5,2.6,2.51,7.3,6,2.43
ID00760,Female,23,Psychology,100.0,1.8,3.17,7.9,6,3.59
ID03670,Male,21,Computer Science,86.8,8.0,2.53,7.4,7,3.27
ID02342,Male,20,Engineering,79.1,5.6,3.91,7.5,6,4.0
ID03494,Female,18,Psychology,65.3,1.1,3.1,8.7,5,2.81
ID03135,Male,18,Business,88.1,10.4,3.45,7.1,10,4.0
ID02651,Male,19,Computer Science,88.4,4.8,2.76,7.2,7,3.02
ID02204,Male,21,Economics,97.9,1.1,2.97,4.6,7,2.95
ID00790,Female,20,Computer Science,83.5,4.6,3.47,4.5,11,3.56
ID01703,Male,19,Psychology,81.0,2.3,2.93,7.2,15,3.21
ID01870,Female,19,Computer Science,100.0,7.6,3.09,8.2,14,3.7
ID03824,Male,21,Business,75.5,2.5,3.1,9.4,10,3.04
ID01054,Female,23,Engineering,73.3,8.5,3.15,7.3,7,3.38
ID02260,Male,21,Economics,70.1,3.5,2.82,7.2,11,2.75
ID02899,Male,21,Computer Science,84.7,13.0,3.68,8.0,7,4.0
ID02362,Male,23,Economics,83.2,3.2,3.95,8.2,12,4.0
ID02303,Male,22,Engineering,100.0,4.3,2.94,7.2,4,3.39
ID01051,Female,22,Psychology,79.6,2.2,3.49,8.2,10,3.28
ID04549,Female,22,Business,90.6,3.2,2.99,9.2,6,3.08
ID01976,Female,20,Engineering,88.0,2.1,2.98,6.6,4,3.06
ID00405,Male,18,Business,90.8,4.6,3.78,5.6,12,4.0
ID04909,Female,20,Business,82.0,0.9,3.25,6.0,10,3.33
ID01493,Male,19,Mathematics,88.0,8.0,3.12,5.1,12,3.75
ID04814,Male,21,Psychology,80.3,3.0,3.87,6.3,10,4.0
ID04831,Female,21,Engineering,100.0,4.2,3.6,6.4,8,4.0
ID00993,Male,21,Computer Science,100.0,1.5,3.25,7.6,12,3.3
ID01323,Female,19,Psychology,47.8,7.5,2.15,6.0,7,2.27
ID02764,Male,24,Computer Science,68.8,2.4,3.49,7.8,8,3.33
ID02539,Female,19,Business,92.2,3.8,3.53,6.4,8,3.97
ID02880,Male,18,Mathematics,70.0,3.6,1.57,6.5,6,1.6
ID03688,Male,19,Business,85.3,1.9,3.02,8.9,7,3.25
